Código [-],Município [-],UF [-],DC [2024],RCL [2024],CAPAG [2024]
3166006,Senhora de Oliveira,MG,399493.88,30990507.88,C
3166105,Senhora do Porto,MG,788635.14,27868438.27,C
3166204,Senhora dos Remédios,MG,267846.46,40419572.11,B
4320354,Sentinela do Sul,RS,0.0,33527425.63,A
2930204,Sento Sé,BA,44508103.86,275863400.66,B
4320404,Serafina Corrêa,RS,10440845.86,113815001.59,A
3166303,Sericita,MG,7582080.69,36031735.78,A
1101500,Seringueiras,RO,797986.67,72114547.71,B
4320453,Sério,RS,1756885.69,26287537.75,A
3166402,Seritinga,MG,31174.89,25396087.22,A
3305554,Seropédica,RJ,204988.65,454640268.92,n.e.
3205002,Serra,ES,834092562.09,2422666721.38,A+
4217550,Serra Alta,SC,2413765.12,33208082.6,A
3551405,Serra Azul,SP,1841465.59,57653227.66,n.d.
3166501,Serra Azul de Minas,MG,1585497.85,28887085.92,C
2515500,Serra Branca,PB,6996312.1,59124271.78,n.d.
2410306,Serra Caiada,RN,7954091.44,67497211.29,B
2515609,Serra da Raiz,PB,7298730.72,29612667.87,n.d.
3166600,Serra da Saudade,MG,0.0,24316352.46,n.d.
2413300,Serra de São Bento,RN,7032073.01,32500980.29,A
2413359,Serra do Mel,RN,16105445.33,146415024.63,B
1600055,Serra do Navio,AP,11384761.03,37191024.79,C
2930154,Serra do Ramalho,BA,47060485.7,164062044.45,C
3166808,Serra do Salitre,MG,0.0,124036033.29,A
3166709,Serra dos Aimorés,MG,0.0,27540784.99,n.e.
2930303,Serra Dourada,BA,43490098.32,80975273.96,C
2515708,Serra Grande,PB,7733583.42,28792243.87,A
3551603,Serra Negra,SP,47310769.0,169386982.72,B
2413409,Serra Negra do Norte,RN,16235115.92,45951275.12,C
5107883,Serra Nova Dourada,MT,1798661.52,31361150.18,C
2930402,Serra Preta,BA,43074616.1,89655445.17,B
2515807,Serra Redonda,PB,7811302.05,34268026.16,C
2613909,Serra Talhada,PE,77534099.28,344113314.35,C
3551504,Serrana,SP,136954467.94,203861546.74,C
3166907,Serrania,MG,4936673.64,36231997.17,C
2111789,Serrano do Maranhão,MA,13582844.08,101482580.81,C
5220504,Serranópolis,GO,10898245.43,70260623.29,B
3166956,Serranópolis de Minas,MG,0.0,33390507.5,C
4126355,Serranópolis do Iguaçu,PR,212684.32,53885802.46,A
3167004,Serranos,MG,1099764.92,7346900.21,C
2515906,Serraria,PB,1649353.2,33490706.28,C
2413508,Serrinha,RN,0.0,0.0,n.d.
2930501,Serrinha,BA,225524096.9,400474128.83,C
2413557,Serrinha dos Pintos,RN,0.0,37451585.53,n.d.
2614006,Serrita,PE,17593430.47,102432747.55,C
3167103,Serro,MG,181335.82,102386716.93,A
2930600,Serrolândia,BA,16704520.84,73194802.11,B
4126405,Sertaneja,PR,812933.19,54241684.13,C
2614105,Sertânia,PE,12637399.84,129950558.33,C
4126504,Sertanópolis,PR,6295632.11,107978124.03,A
4320503,Sertão,RS,12596251.73,44615970.63,B
4320552,Sertão Santana,RS,0.0,35183901.28,A
2515930,Sertãozinho,PB,2258762.7,38166975.17,A
3551702,Sertãozinho,SP,12803869.48,777754080.48,A
3551801,Sete Barras,SP,5827664.61,75362970.41,C
4320578,Sete de Setembro,RS,1506593.21,24199529.19,A
3167202,Sete Lagoas,MG,359191637.67,1225378593.8,C
5007703,Sete Quedas,MS,2219909.86,67095749.18,A
3165552,Setubinha,MG,1856638.99,47095356.1,C
4320602,Severiano de Almeida,RS,2278433.92,39085976.23,A+
2413607,Severiano Melo,RN,16659866.56,32960796.33,n.d.
3551900,Severínia,SP,5217865.82,84696001.19,A
4217600,Siderópolis,SC,20873309.36,76998088.52,B
5007901,Sidrolândia,MS,53218719.08,340259851.34,B
2210656,Sigefredo Pacheco,PI,16238357.67,39912815.88,C
3305604,Silva Jardim,RJ,17383380.06,319882659.97,n.d.
5220603,Silvânia,GO,1989723.4,121155515.12,n.d.
1720655,Silvanópolis,TO,7202582.03,36955593.3,n.d.
4320651,Silveira Martins,RS,0.0,29001229.67,A+
3167301,Silveirânia,MG,4573002.46,26056988.72,B+
3552007,Silveiras,SP,9168611.29,47462286.64,C
1304005,Silves,AM,5969191.59,92217467.54,n.d.
3167400,Silvianópolis,MG,3301018.66,34740410.25,C
2807105,Simão Dias,SE,68207919.19,175764270.32,C
3167509,Simão Pereira,MG,431092.29,34902529.85,A
2210706,Simões,PI,0.0,0.0,n.d.
2930709,Simões Filho,BA,355193280.34,648631806.27,B
5220686,Simolândia,GO,0.0,0.0,n.e.
3167608,Simonésia,MG,2516757.08,83518368.14,A
2210805,Simplício Mendes,PI,13721963.73,79606110.45,n.d.
4320677,Sinimbu,RS,4609878.62,59097904.68,A
5107909,Sinop,MT,194313736.72,1033408785.27,A+
4126603,Siqueira Campos,PR,10168632.59,108602223.2,C
2614204,Sirinhaém,PE,166547360.3,184371447.96,C
2807204,Siriri,SE,8027594.74,52522736.83,C
5220702,Sítio d'Abadia,GO,0.0,0.0,n.d.
2930758,Sítio do Mato,BA,0.0,0.0,n.d.
2930766,Sítio do Quinto,BA,53508305.56,70612819.52,C
2111805,Sítio Novo,MA,0.0,101481959.5,n.d.
2413706,Sítio Novo,RN,11657738.81,35621658.22,C
1720804,Sítio Novo do Tocantins,TO,10463224.85,67973480.72,C
2930774,Sobradinho,BA,33576040.78,145375153.77,B
4320701,Sobradinho,RS,7824753.57,78508804.85,C
2515971,Sobrado,PB,12425666.92,47607847.2,C
2312908,Sobral,CE,263621295.76,1295316000.11,C
3167707,Sobrália,MG,1084464.72,36774018.65,n.d.
3552106,Socorro,SP,3552079.04,192639890.13,C
2210904,Socorro do Piauí,PI,273947.02,34313385.02,C
2516003,Solânea,PB,73809228.38,106584535.64,C
2516102,Soledade,PB,4571658.65,76023996.48,n.e.
4320800,Soledade,RS,19565597.15,143824161.0,A+
3167806,Soledade de Minas,MG,361499.87,30884917.5,A
2614402,Solidão,PE,814674.49,53802041.5,B
2313005,Solonópole,CE,13412281.92,122599197.2,A
4217709,Sombrio,SC,28112348.61,154650731.1,n.d.
5007935,Sonora,MS,13191930.56,137234453.39,n.d.
3205010,Sooretama,ES,3171704.77,181547012.81,B+
3552205,Sorocaba,SP,726066785.82,4418567244.63,C
5107925,Sorriso,MT,0.0,766992298.74,C
2516151,Sossêgo,PB,2840576.85,30209333.1,B
1507904,Soure,PA,5233179.39,107118980.42,B
2516201,Sousa,PB,13153019.25,255377335.94,n.d.
2930808,Souto Soares,BA,37319986.78,97533886.23,n.d.
1720853,Sucupira,TO,1900895.44,23072228.6,n.d.
2111904,Sucupira do Norte,MA,286173.8,63108823.52,C
2111953,Sucupira do Riachão,MA,0.0,0.0,n.d.
3552304,Sud Mennucci,SP,1786858.99,65841379.37,n.d.
4217758,Sul Brasil,SC,1297531.79,31975104.17,A
4126652,Sulina,PR,4155803.91,35202466.94,A
3552403,Sumaré,SP,743777163.24,1131542565.62,C
2516300,Sumé,PB,15885917.99,93316654.31,B
3305703,Sumidouro,RJ,,,
2614501,Surubim,PE,45579719.94,212146820.59,C
2210938,Sussuapara,PI,99112.33,39081248.85,C
3552551,Suzanápolis,SP,2108471.86,39308134.82,n.d.
3552502,Suzano,SP,168089267.75,1314434309.89,B
4320859,Tabaí,RS,11561997.42,32173912.73,B+
5107941,Tabaporã,MT,3584714.67,102790258.51,n.d.
3552601,Tabapuã,SP,19222611.26,69988390.6,C
1304062,Tabatinga,AM,61260626.17,397873328.23,n.d.
3552700,Tabatinga,SP,3881250.0,84187662.61,C
2614600,Tabira,PE,18041947.04,121173526.78,B
3552809,Taboão da Serra,SP,148007268.55,1034576631.74,C
1708254,Tabocão,TO,281464.38,31222725.01,n.d.
2930907,Tabocas do Brejo Velho,BA,8898605.16,65509409.67,C
2413805,Taboleiro Grande,RN,6310719.05,25196334.4,C
3167905,Tabuleiro,MG,1251617.33,27898914.48,A
2313104,Tabuleiro do Norte,CE,26687820.72,150354711.66,C
2614709,Tacaimbó,PE,8638979.05,66707002.24,C
2614808,Tacaratu,PE,8047393.98,106499634.57,C
3552908,Taciba,SP,2064575.33,55922261.61,B
2516409,Tacima,PB,11668904.2,46370923.74,n.d.
5007950,Tacuru,MS,753533.2,82026938.44,A
3553005,Taguaí,SP,2044574.81,69110105.63,C
1720903,Taguatinga,TO,7241104.3,71575562.53,n.d.
3553104,Taiaçu,SP,208295.82,36782317.17,A
1507953,Tailândia,PA,0.0,0.0,n.d.
4217808,Taió,SC,18254662.43,109663664.58,A
3168002,Taiobeiras,MG,3558890.04,196322838.03,n.d.
1720937,Taipas do Tocantins,TO,4447492.76,20709925.86,n.d.
2413904,Taipu,RN,891525.67,50127674.98,A
3553203,Taiúva,SP,0.0,39660378.86,C
1720978,Talismã,TO,2288817.96,31692304.75,C
2614857,Tamandaré,PE,64836519.18,131880131.42,C
4126678,Tamarana,PR,476364.63,76273388.28,C
3553302,Tambaú,SP,22598576.47,117243702.68,B
4126702,Tamboara,PR,56167.55,34908816.33,n.d.
2313203,Tamboril,CE,38639516.07,139750656.08,C
2210953,Tamboril do Piauí,PI,2974357.39,26618011.32,B
3553401,Tanabi,SP,2883228.23,144034413.13,A
2414001,Tangará,RN,13694875.76,66297986.16,C
4217907,Tangará,SC,7387421.89,68092231.58,B
5107958,Tangará da Serra,MT,27567567.06,600503398.06,A
3305752,Tanguá,RJ,8828800.8,206112965.31,C
2931004,Tanhaçu,BA,48061301.3,85664380.34,C
2709004,Tanque d'Arca,AL,11049453.73,54542354.33,C
2210979,Tanque do Piauí,PI,2449635.56,24581596.9,A
2931053,Tanque Novo,BA,106167175.86,95229886.12,D
2931103,Tanquinho,BA,6926073.06,48097827.64,C
3168051,Taparuba,MG,551781.12,29464251.21,C
1304104,Tapauá,AM,7632978.16,147008196.06,C
4126801,Tapejara,PR,15684096.3,89276439.42,C
4320909,Tapejara,RS,20953567.23,136513551.5,A
4321006,Tapera,RS,8206130.68,60436056.72,A
2516508,Taperoá,PB,5881453.52,74730596.6,B
2931202,Taperoá,BA,54924748.05,105681929.44,n.e.
4321105,Tapes,RS,8368580.28,82211956.05,A+
3168101,Tapira,MG,0.0,83033954.57,n.d.
4126900,Tapira,PR,4529643.58,37531131.06,C
3168200,Tapiraí,MG,0.0,26920242.03,n.d.
3553500,Tapiraí,SP,0.0,48469115.2,C
2931301,Tapiramutá,BA,2254196.04,87644654.12,C
3553609,Tapiratiba,SP,1918238.73,66431637.0,C
5108006,Tapurah,MT,104028.1,135528561.71,A
4321204,Taquara,RS,56995115.43,238475987.24,B
3168309,Taquaraçu de Minas,MG,7054408.47,34316673.24,n.d.
3553658,Taquaral,SP,792.54,27989336.66,C
5221007,Taquaral de Goiás,GO,0.0,27002367.37,n.d.
2709103,Taquarana,AL,3931134.4,143585058.39,B
4321303,Taquari,RS,37012622.93,121795786.28,B
3553708,Taquaritinga,SP,45194341.09,276152161.27,C
2615003,Taquaritinga do Norte,PE,12312837.76,105302030.22,C
3553807,Taquarituba,SP,4788197.18,142342812.24,B
3553856,Taquarivaí,SP,188941.21,51008147.53,B
4321329,Taquaruçu do Sul,RS,2291790.82,33076213.44,A
5007976,Taquarussu,MS,91671.13,58747348.04,A
3553906,Tarabai,SP,683100.65,43315287.26,n.d.
1200609,Tarauacá,AC,33730259.61,162754909.33,C
2313252,Tarrafas,CE,29394167.83,41430793.62,C
1600709,Tartarugalzinho,AP,31539712.23,82335275.88,n.d.
3553955,Tarumã,SP,11111322.59,108933279.4,A
3168408,Tarumirim,MG,5227934.58,63367487.1,C
2112001,Tasso Fragoso,MA,20135486.66,72391591.55,C
3554003,Tatuí,SP,124067343.14,580178811.71,C
2313302,Tauá,CE,67208080.62,381243108.87,C
3554102,Taubaté,SP,723729440.38,1849503147.33,C
2516607,Tavares,PB,14945038.43,72249620.48,C
4321352,Tavares,RS,5477632.16,35597028.33,A+
1304203,Tefé,AM,53873907.36,454990313.93,C
2516706,Teixeira,PB,22332055.39,81419827.8,B
2931350,Teixeira de Freitas,BA,238082698.98,628699583.13,B
4127007,Teixeira Soares,PR,10500700.06,70708197.06,B
3168507,Teixeiras,MG,1823293.61,52408902.89,B
1101559,Teixeirópolis,RO,0.0,35891822.85,A
2313351,Tejuçuoca,CE,13298319.35,120242726.11,A
3554201,Tejupá,SP,4473802.07,35792103.52,C
4127106,Telêmaco Borba,PR,71223263.44,349992176.83,B
2807303,Telha,SE,9405222.66,31705929.51,C
2414100,Tenente Ananias,RN,5394030.09,61445196.65,C
2414159,Tenente Laurentino Cruz,RN,2827785.25,39923540.1,A
4321402,Tenente Portela,RS,10336212.71,80871541.19,n.d.
2516755,Tenório,PB,38954.23,29070442.05,n.e.
2931400,Teodoro Sampaio,BA,30820324.73,43173968.75,n.d.
3554300,Teodoro Sampaio,SP,7356835.33,126660081.46,C
2931509,Teofilândia,BA,48237721.77,111629055.12,C
3168606,Teófilo Otoni,MG,190761395.87,737919053.63,n.e.
2931608,Teolândia,BA,64000352.0,108167728.79,B
2709152,Teotônio Vilela,AL,11925619.18,272420657.39,n.d.
5008008,Terenos,MS,2473961.21,127993754.59,B
2211001,Teresina,PI,1735489491.29,4370927139.29,n.d.
5221080,Teresina de Goiás,GO,15326345.25,28626435.55,A
3305802,Teresópolis,RJ,20439238.31,842913742.32,C
2615102,Terezinha,PE,6165566.62,52223035.63,n.d.
5221197,Terezópolis de Goiás,GO,662657.07,43161523.11,C
1507961,Terra Alta,PA,0.0,0.0,n.e.
4127205,Terra Boa,PR,5796725.58,104322825.03,A
4321436,Terra de Areia,RS,15539826.72,59118156.21,A
2615201,Terra Nova,PE,0.0,57159936.75,A
2931707,Terra Nova,BA,42510080.98,59850599.82,C
5108055,Terra Nova do Norte,MT,3957364.45,84599191.06,B
4127304,Terra Rica,PR,11778294.56,98107907.59,A
3554409,Terra Roxa,SP,8238121.14,46788127.28,C
4127403,Terra Roxa,PR,7103793.33,118435984.27,A
1507979,Terra Santa,PA,5559830.77,138809232.2,C
5108105,Tesouro,MT,171583.33,40151145.14,n.d.
4321451,Teutônia,RS,19514875.27,196104813.68,B
1101609,Theobroma,RO,6872257.64,58207629.69,B
2313401,Tianguá,CE,25009312.59,387762043.4,C
4127502,Tibagi,PR,5829064.53,151085421.27,A
2411056,Tibau,RN,13207531.1,74293357.44,C
2414209,Tibau do Sul,RN,10589348.54,102244422.23,C
3554508,Tietê,SP,4363259.65,240241849.28,C
4217956,Tigrinhos,SC,28719.94,28275134.29,A
4218004,Tijucas,SC,30408895.08,304903726.0,C
4127601,Tijucas do Sul,PR,10449962.82,114793847.79,A
2615300,Timbaúba,PE,24460648.31,214313635.89,C
2414308,Timbaúba dos Batistas,RN,853394.93,25154666.39,C
4218103,Timbé do Sul,SC,9499658.46,44931192.45,A
2112100,Timbiras,MA,3718533.37,120075605.48,C
4218202,Timbó,SC,59190065.6,261952995.44,A
4218251,Timbó Grande,SC,9126030.62,51860525.75,B
3554607,Timburi,SP,7514958.42,30959427.22,C
2112209,Timon,MA,220167497.14,711826936.07,C
3168705,Timóteo,MG,114331613.32,419415147.85,B
4321469,Tio Hugo,RS,4077868.25,33341777.25,A+
3168804,Tiradentes,MG,0.0,46156521.29,B
4321477,Tiradentes do Sul,RS,2290905.54,34443440.59,A
3168903,Tiros,MG,852089.56,50046940.66,C
2807402,Tobias Barreto,SE,127129899.21,221228547.78,C
1721109,Tocantínia,TO,6792474.4,44609025.91,C
1721208,Tocantinópolis,TO,12138314.13,108137116.48,n.d.
3169000,Tocantins,MG,2083005.54,69440959.35,C
3169059,Tocos do Moji,MG,0.0,30408903.29,B
3169109,Toledo,MG,2044856.31,39259499.16,B
4127700,Toledo,PR,115949952.02,874481711.01,A
2807501,Tomar do Geru,SE,18770722.56,66583147.26,C
4127809,Tomazina,PR,9426781.3,49275527.16,n.d.
3169208,Tombos,MG,137825.28,41394717.41,A
1508001,Tomé-Açu,PA,71406048.0,411929887.27,B
1304237,Tonantins,AM,22250481.1,117606353.29,C
2615409,Toritama,PE,36741261.5,187776886.32,B+
5108204,Torixoréu,MT,7718565.52,55315776.51,A
4321493,Toropi,RS,0.0,0.0,n.d.
3554656,Torre de Pedra,SP,0.0,25152638.28,n.d.
4321501,Torres,RS,26512550.01,273798941.43,A+
3554706,Torrinha,SP,5535624.7,54566229.57,n.d.
2414407,Touros,RN,35339397.46,168036614.93,C
3554755,Trabiju,SP,0.0,23177107.35,C
1508035,Tracuateua,PA,459960.74,123718342.2,C
2615508,Tracunhaém,PE,24995015.73,60338573.02,C
2709202,Traipu,AL,6622078.18,182324349.02,A
1508050,Trairão,PA,7037858.42,99936738.86,A
2313500,Trairi,CE,16141206.98,280219195.8,C
3305901,Trajano de Moraes,RJ,37311554.69,98914392.31,n.d.
4321600,Tramandaí,RS,56100474.32,309844269.61,A
4321626,Travesseiro,RS,1640258.17,32143610.97,C
2931806,Tremedal,BA,51188560.75,66850336.53,C
3554805,Tremembé,SP,20695072.25,225823148.92,A
4321634,Três Arroios,RS,3548978.9,32636980.47,A
4218301,Três Barras,SC,35232635.32,155498706.7,A
4127858,Três Barras do Paraná,PR,16341272.35,79538573.88,B
4321667,Três Cachoeiras,RS,10367387.22,60199409.1,B
3169307,Três Corações,MG,32180347.69,331060185.69,n.d.
4321709,Três Coroas,RS,13914642.37,130826362.6,B+
4321808,Três de Maio,RS,36419987.51,130975165.73,A
4321832,Três Forquilhas,RS,3226857.01,26772219.2,C
3554904,Três Fronteiras,SP,2163929.43,36474733.0,n.d.
5008305,Três Lagoas,MS,126914185.05,1036052657.16,B
3169356,Três Marias,MG,11151756.27,190088506.29,n.d.
4321857,Três Palmeiras,RS,11339986.22,39243595.7,n.e.
4321907,Três Passos,RS,0.0,143299873.52,A
3169406,Três Pontas,MG,109459609.13,277896234.43,C
5221304,Três Ranchos,GO,1138788.71,35746923.48,C
3306008,Três Rios,RJ,66107650.12,551423390.27,n.e.
4218350,Treviso,SC,5683092.0,41507250.45,C
4218400,Treze de Maio,SC,1936841.81,42887244.46,n.d.
4218509,Treze Tílias,SC,6289549.35,70923997.52,A+
2615607,Trindade,PE,55678144.38,132311256.71,C
5221403,Trindade,GO,134783557.31,483507299.38,n.e.
4321956,Trindade do Sul,RS,8269073.69,49818353.0,A
2516805,Triunfo,PB,23851161.49,63073294.52,n.e.
2615706,Triunfo,PE,1481615.4,77738720.28,C
4322004,Triunfo,RS,202084538.58,322656364.9,C
2414456,Triunfo Potiguar,RN,11696330.12,30152353.62,C
2112233,Trizidela do Vale,MA,1596228.0,118635403.32,C
5221452,Trombas,GO,3087450.95,32113442.22,n.d.
4218608,Trombudo Central,SC,6447412.82,50441114.67,A
4218707,Tubarão,SC,202887907.94,469165688.73,C
2931905,Tucano,BA,83681406.31,256916480.51,C
1508084,Tucumã,PA,19197915.06,215010991.8,A
4322103,Tucunduva,RS,7030238.98,35620258.41,B
1508100,Tucuruí,PA,613457.05,597464213.61,C
2112274,Tufilândia,MA,0.0,45946991.67,C
3554953,Tuiuti,SP,4775063.13,37181358.29,C
3169505,Tumiritinga,MG,4709375.36,36931977.01,n.d.
4218756,Tunápolis,SC,0.0,43664548.17,A
4322152,Tunas,RS,11933510.32,31057211.24,C
4127882,Tunas do Paraná,PR,7531139.5,42938452.43,B
4127908,Tuneiras do Oeste,PR,0.0,0.0,n.d.
2112308,Tuntum,MA,84235.5,217053469.21,C
3555000,Tupã,SP,34616223.14,302681563.83,C
3169604,Tupaciguara,MG,39100162.78,161642981.76,n.e.
2615805,Tupanatinga,PE,4471078.97,123447406.27,C
4322186,Tupanci do Sul,RS,1997034.48,23437690.25,B
4322202,Tupanciretã,RS,3317813.49,134309338.84,A+
4322251,Tupandi,RS,0.0,55362258.72,A
4322301,Tuparendi,RS,8605227.39,45263849.9,A
2615904,Tuparetama,PE,5687479.78,47345219.22,C
4127957,Tupãssi,PR,7185240.3,59629185.79,A
3555109,Tupi Paulista,SP,1259334.47,78498465.88,C
1721257,Tupirama,TO,2134705.68,22995180.53,C
1721307,Tupiratins,TO,0.0,23143121.88,C
2112407,Turiaçu,MA,0.0,193088015.28,C
2112456,Turilândia,MA,26650511.97,158808299.7,n.d.
3555208,Turiúba,SP,4135597.52,29807171.17,n.d.
3169703,Turmalina,MG,8306950.45,91209230.87,C
3555307,Turmalina,SP,3920230.5,25733840.24,n.d.
4322327,Turuçu,RS,0.0,32747613.54,C
2313559,Tururu,CE,10967237.62,86791166.25,C
5221502,Turvânia,GO,2444284.19,33481028.71,n.d.
5221551,Turvelândia,GO,10938460.71,52043068.11,B
4127965,Turvo,PR,8518769.72,89145947.84,A
4218806,Turvo,SC,2831473.3,76580512.56,n.d.
3169802,Turvolândia,MG,2314793.48,34044155.65,C
2112506,Tutóia,MA,193109963.42,250628557.92,C
1304260,Uarini,AM,412734.92,94183165.11,C
2932002,Uauá,BA,12982503.34,186852318.11,C
3169901,Ubá,MG,9939196.2,447643974.82,B
3170008,Ubaí,MG,11162943.39,48187031.04,C
2932101,Ubaíra,BA,11620919.11,103021228.23,B
2932200,Ubaitaba,BA,100696192.59,87935528.11,D
2313609,Ubajara,CE,33974480.91,165076005.06,C
3170057,Ubaporanga,MG,5617362.94,55882524.07,B
3555356,Ubarana,SP,875900.01,49472623.1,B+
2932309,Ubatã,BA,72475797.8,93214809.76,C
3555406,Ubatuba,SP,18325362.6,648869735.45,A
3170107,Uberaba,MG,424159067.85,1934028441.82,B
3170206,Uberlândia,MG,917191547.93,3824596531.42,C
3555505,Ubirajara,SP,124123.03,37112274.25,C
4128005,Ubiratã,PR,15437743.78,162591471.61,A
4322343,Ubiretama,RS,165448.32,24443344.65,A+
3555604,Uchoa,SP,6842485.33,63614405.37,C
2932408,Uibaí,BA,7229722.62,58884322.51,n.e.
1400704,Uiramutã,RR,9344682.72,56523941.3,B
5221577,Uirapuru,GO,2877409.98,28429153.71,n.d.
2516904,Uiraúna,PB,22719815.85,98392804.77,C
1508126,Ulianópolis,PA,2592556.33,190609391.58,C
2313708,Umari,CE,21747114.47,45025625.43,C
2414506,Umarizal,RN,20965427.99,45786014.94,C
2807600,Umbaúba,SE,86548636.4,131550671.81,C
2932457,Umburanas,BA,22628231.77,90932607.41,B
3170305,Umburatiba,MG,637500.31,33675424.87,C
2517001,Umbuzeiro,PB,14508365.31,70101667.34,C
2313757,Umirim,CE,30740794.21,93630714.45,C
4128104,Umuarama,PR,42442995.67,664845815.77,B
2932507,Una,BA,82061140.51,127776010.04,n.d.
3170404,Unaí,MG,35247760.57,483744794.19,A
2211100,União,PI,33270073.07,236258450.26,A
4322350,União da Serra,RS,0.0,23365637.97,A+
4128203,União da Vitória,PR,47428561.47,270628457.9,C
3170438,União de Minas,MG,1892898.4,38139806.58,C
4218855,União do Oeste,SC,2168464.61,31714701.56,A
5108303,União do Sul,MT,0.0,45567458.59,A
2709301,União dos Palmares,AL,53509371.54,326919383.12,C
3555703,União Paulista,SP,2358081.4,23115572.74,n.d.
4128302,Uniflor,PR,1583080.06,25786486.05,A
4322376,Unistalda,RS,0.0,26078175.69,A
2414605,Upanema,RN,9995758.72,78598867.24,B
4128401,Uraí,PR,0.0,0.0,n.d.
2932606,Urandi,BA,30728958.26,111870514.15,B
3555802,Urânia,SP,548468.59,41141507.43,n.d.
2112605,Urbano Santos,MA,78892304.31,168126396.03,n.d.
