Código [-],Município [-],UF [-],DC [2024],RCL [2024],CAPAG [2024]
4115507,Marumbi,PR,6293602.36,35249975.91,n.d.
5212907,Marzagão,GO,826505.86,27040361.7,B
2920908,Mascote,BA,39825614.67,77347150.75,C
2308005,Massapê,CE,13559841.83,187267066.85,C
2206050,Massapê do Piauí,PI,5012658.61,33618424.92,C
2509206,Massaranduba,PB,22423931.4,65477531.01,C
4210605,Massaranduba,SC,24795846.79,107243334.9,A+
4312104,Mata,RS,882033.18,30124148.64,B
2921005,Mata de São João,BA,7106598.16,427286516.19,A
2705002,Mata Grande,AL,16345909.67,150145183.54,n.e.
2106409,Mata Roma,MA,15975408.3,110832511.93,C
3140555,Mata Verde,MG,1489417.27,40405882.01,n.d.
3529302,Matão,SP,239447071.5,397129215.59,C
2509305,Mataraca,PB,5431162.19,63798882.46,n.d.
1712702,Mateiros,TO,5087153.54,30258445.93,B
4115606,Matelândia,PR,5759825.85,130617337.38,A
3140605,Materlândia,MG,84766.81,29985861.42,C
3140704,Mateus Leme,MG,0.0,221047949.37,C
3171501,Mathias Lobato,MG,0.0,41304411.14,C
3140803,Matias Barbosa,MG,0.0,76489300.28,C
3140852,Matias Cardoso,MG,3730157.87,57201727.66,C
2206100,Matias Olímpio,PI,6642917.85,54945772.44,n.d.
2921054,Matina,BA,10606429.26,62122006.13,C
2106508,Matinha,MA,110347.45,109070832.39,C
2509339,Matinhas,PB,1179151.54,31975989.96,A
4115705,Matinhos,PR,3431179.18,272662328.1,n.d.
3140902,Matipó,MG,11000765.63,79051430.09,B
4312138,Mato Castelhano,RS,2864152.59,30949333.17,C
2509370,Mato Grosso,PB,0.0,34379686.86,n.e.
4312153,Mato Leitão,RS,3006117.75,39135900.98,A
4312179,Mato Queimado,RS,0.0,24518854.31,A
4115739,Mato Rico,PR,857085.91,41691901.19,B
3141009,Mato Verde,MG,5140041.49,51615177.52,C
2106607,Matões,MA,12868234.49,182561225.39,C
2106631,Matões do Norte,MA,648239.33,89172737.17,B
4210704,Matos Costa,SC,2529846.12,30653162.46,A
3141108,Matozinhos,MG,19322267.15,155679944.02,A
5212956,Matrinchã,GO,1349841.37,35646127.61,n.d.
2705101,Matriz de Camaragibe,AL,0.0,0.0,n.e.
5105606,Matupá,MT,7599485.74,145179860.4,A
2509396,Maturéia,PB,9678044.63,38382348.48,n.d.
3141207,Matutina,MG,342443.89,33096925.34,n.e.
3529401,Mauá,SP,1422704307.32,1620147808.06,B+
4115754,Mauá da Serra,PR,2699995.03,65246240.95,B
1302900,Maués,AM,117866350.27,313335895.74,n.d.
5213004,Maurilândia,GO,27865318.27,56611161.47,n.d.
1712801,Maurilândia do Tocantins,TO,6327586.89,36204065.83,B
2308104,Mauriti,CE,36881887.28,223557228.28,C
2407500,Maxaranguape,RN,26578459.03,62251661.55,n.d.
4312203,Maximiliano de Almeida,RS,5772170.72,33131504.63,n.d.
1600402,Mazagão,AP,587683.76,135743937.54,C
3141306,Medeiros,MG,6101945.27,39438454.37,A
2921104,Medeiros Neto,BA,71306879.66,124646363.8,n.d.
4115804,Medianeira,PR,16481464.83,282235756.43,A
1504455,Medicilândia,PA,0.0,0.0,n.e.
3141405,Medina,MG,15370802.67,88248989.06,B+
4210803,Meleiro,SC,2566608.15,52283796.41,B
1504505,Melgaço,PA,83538155.19,160780391.23,n.d.
3302809,Mendes,RJ,0.0,0.0,n.d.
3141504,Mendes Pimentel,MG,4403341.94,34400583.11,n.e.
3529500,Mendonça,SP,4317016.89,53484175.01,C
4115853,Mercedes,PR,2321069.17,63606552.24,A
3141603,Mercês,MG,2415287.93,47097416.45,C
3529609,Meridiano,SP,618295.96,43932593.18,B
2308203,Meruoca,CE,11874861.22,99116183.59,n.d.
3529658,Mesópolis,SP,215587.49,26616364.63,n.d.
3141702,Mesquita,MG,1857344.5,32169333.06,C
3302858,Mesquita,RJ,148648805.83,644461747.04,n.e.
2705200,Messias,AL,13932390.63,142462791.44,C
2407609,Messias Targino,RN,6533594.89,30269386.0,C
2206209,Miguel Alves,PI,61708514.31,187648784.41,C
2921203,Miguel Calmon,BA,3911060.9,138351335.52,A
2206308,Miguel Leão,PI,3339570.19,20759295.91,C
3302908,Miguel Pereira,RJ,42149245.63,234927618.5,n.e.
3529708,Miguelópolis,SP,102451241.71,131570555.77,n.d.
2308302,Milagres,CE,7613064.95,145818748.53,n.e.
2921302,Milagres,BA,11420388.73,56681486.24,B
2106672,Milagres do Maranhão,MA,0.0,67134379.72,C
2308351,Milhã,CE,18088604.44,86816779.72,B
2206357,Milton Brandão,PI,54033.19,31072300.8,C
5213053,Mimoso de Goiás,GO,9661894.8,28813730.71,A
3203403,Mimoso do Sul,ES,50635538.87,150870327.2,B
5213087,Minaçu,GO,104289724.8,171933984.97,B
2705309,Minador do Negrão,AL,3285192.38,9816157.4,n.e.
4312252,Minas do Leão,RS,9790770.94,52005573.33,A
3141801,Minas Novas,MG,4179991.0,134946847.28,n.e.
3141900,Minduri,MG,0.0,31562702.05,n.d.
5213103,Mineiros,GO,189422949.57,573751908.83,B
3529807,Mineiros do Tietê,SP,7248216.37,55711372.81,C
1101203,Ministro Andreazza,RO,423824.51,48925013.28,A
3530003,Mira Estrela,SP,1362965.94,33688608.4,A
3142007,Mirabela,MG,15497152.5,71035343.82,C
3529906,Miracatu,SP,11099982.23,119826635.04,A
3303005,Miracema,RJ,0.0,0.0,n.d.
1713205,Miracema do Tocantins,TO,27929718.77,99812480.28,A
2106706,Mirador,MA,505267.51,99366097.42,n.d.
4115903,Mirador,PR,0.0,0.0,n.d.
3142106,Miradouro,MG,3086168.64,50313829.36,C
4312302,Miraguaí,RS,372260.0,36648052.13,n.d.
3142205,Miraí,MG,17857183.45,63980154.11,C
2308377,Miraíma,CE,14652782.82,71299942.06,C
5005608,Miranda,MS,50044534.84,155268213.88,C
2106755,Miranda do Norte,MA,0.0,147341077.74,n.e.
2609303,Mirandiba,PE,1160498.99,77167725.71,n.d.
3530102,Mirandópolis,SP,4309268.97,124234734.61,C
2921401,Mirangaba,BA,38482448.01,108404800.59,C
1713304,Miranorte,TO,10520433.89,66503261.14,C
2921450,Mirante,BA,0.0,0.0,n.d.
1101302,Mirante da Serra,RO,3281200.56,51520473.31,C
3530201,Mirante do Paranapanema,SP,45748706.39,108584841.15,B
4116000,Miraselva,PR,2097947.34,26062156.86,n.d.
3530300,Mirassol,SP,50565907.47,306566589.55,A
5105622,Mirassol d'Oeste,MT,0.0,138079250.71,n.d.
3530409,Mirassolândia,SP,1857162.29,34673938.25,n.d.
3142254,Miravânia,MG,2860958.73,30095919.13,B
4210852,Mirim Doce,SC,874907.33,29521832.79,A
2106805,Mirinzal,MA,10592303.2,70826505.17,n.d.
4116059,Missal,PR,22909460.34,109736478.17,A
2308401,Missão Velha,CE,119506288.82,163890910.85,C
1504604,Mocajuba,PA,99020568.2,150531991.31,C
3530508,Mococa,SP,246159445.33,325756272.42,C
4210902,Modelo,SC,4179850.56,37492934.33,A
3142304,Moeda,MG,6196096.1,36504384.08,B
3142403,Moema,MG,0.0,43894484.15,C
2509404,Mogeiro,PB,30611832.42,80582121.17,C
3530607,Mogi das Cruzes,SP,552153022.55,2265035914.03,C
3530706,Mogi Guaçu,SP,341080589.17,841791410.84,C
3530805,Mogi Mirim,SP,197065784.15,670349046.38,A
5213400,Moiporá,GO,1960331.2,23305968.68,B
2804102,Moita Bonita,SE,16664785.23,66064162.92,C
1504703,Moju,PA,1061450.53,353224453.95,B
1504752,Mojuí dos Campos,PA,12085771.43,107193285.46,n.d.
2308500,Mombaça,CE,61079999.04,171108745.58,C
3530904,Mombuca,SP,3850809.42,33136732.48,C
2106904,Monção,MA,14684841.22,152414066.08,C
3531001,Monções,SP,1257168.65,29285931.6,n.d.
4211009,Mondaí,SC,1899880.65,77828714.86,A
3531100,Mongaguá,SP,105310600.49,399864101.71,n.d.
3142502,Monjolos,MG,0.0,26568195.21,A
2206407,Monsenhor Gil,PI,185013.07,54578158.66,B
2206506,Monsenhor Hipólito,PI,1281856.29,44858017.66,n.d.
3142601,Monsenhor Paulo,MG,2888027.74,48671629.85,C
2308609,Monsenhor Tabosa,CE,25041784.31,123098492.69,C
2509503,Montadas,PB,4450634.53,36817666.81,n.d.
3142700,Montalvânia,MG,1516542.41,61784683.65,C
3203502,Montanha,ES,2849912.58,117028325.39,C
2407708,Montanhas,RN,10460289.01,51074852.72,B
4312351,Montauri,RS,0.0,25500799.23,A+
1504802,Monte Alegre,PA,25887542.55,265891442.78,C
2407807,Monte Alegre,RN,19813199.81,112101800.92,C
5213509,Monte Alegre de Goiás,GO,7931305.5,38038635.77,A
3142809,Monte Alegre de Minas,MG,2914882.91,141137944.77,B
2804201,Monte Alegre de Sergipe,SE,74415555.28,82232165.67,n.d.
2206605,Monte Alegre do Piauí,PI,4874927.56,68850358.0,C
3531209,Monte Alegre do Sul,SP,11100344.95,51190637.01,C
4312377,Monte Alegre dos Campos,RS,0.0,31528550.29,A
3531308,Monte Alto,SP,30032559.26,248710865.06,C
3531407,Monte Aprazível,SP,12946739.19,119504906.76,C
3142908,Monte Azul,MG,28551882.53,90539333.72,n.d.
3531506,Monte Azul Paulista,SP,54839138.56,130072403.29,n.d.
3143005,Monte Belo,MG,67097.48,58546291.6,C
4312385,Monte Belo do Sul,RS,0.0,30485022.49,B
4211058,Monte Carlo,SC,7095093.63,55250247.42,A
3143104,Monte Carmelo,MG,18199768.42,226936775.52,n.e.
3531605,Monte Castelo,SP,0.0,32818911.07,n.d.
4211108,Monte Castelo,SC,6903625.29,45737819.65,B
2407906,Monte das Gameleiras,RN,1432.9,25670597.03,C
1713601,Monte do Carmo,TO,1076112.08,40035003.45,n.d.
3143153,Monte Formoso,MG,3413857.44,30608883.16,C
2509602,Monte Horebe,PB,6281159.27,39618859.51,C
3531803,Monte Mor,SP,137429371.01,355204555.65,C
1101401,Monte Negro,RO,11473791.21,98306323.34,B
2921500,Monte Santo,BA,124210202.33,312270291.52,C
3143203,Monte Santo de Minas,MG,2030584.21,91428799.52,C
1713700,Monte Santo do Tocantins,TO,3638281.2,22709205.88,n.d.
3143401,Monte Sião,MG,0.0,0.0,n.d.
2509701,Monteiro,PB,23614262.28,160071927.41,n.d.
3531704,Monteiro Lobato,SP,0.0,32636898.75,n.d.
2705408,Monteirópolis,AL,6535851.43,56928176.07,n.d.
4312401,Montenegro,RS,102251927.1,391999193.38,A
2107001,Montes Altos,MA,0.0,48568968.66,B
3143302,Montes Claros,MG,100816623.71,1901428544.86,A
5213707,Montes Claros de Goiás,GO,4757527.61,70202796.15,n.d.
3143450,Montezuma,MG,709689.57,39807384.33,C
5213756,Montividiu,GO,4554283.29,123494567.49,A+
5213772,Montividiu do Norte,GO,5367939.83,32943920.27,B
2308708,Morada Nova,CE,22696066.52,286489391.47,C
3143500,Morada Nova de Minas,MG,1578543.82,71560207.58,A
2308807,Moraújo,CE,26603627.24,52886843.27,A
2614303,Moreilândia,PE,1277167.99,63022075.53,B
4116109,Moreira Sales,PR,0.0,0.0,n.d.
2609402,Moreno,PE,53331202.7,194103187.47,n.d.
4312427,Mormaço,RS,3687733.15,27976429.91,A
2921609,Morpará,BA,2069753.01,47613280.21,C
4116208,Morretes,PR,27094934.59,93874839.66,C
2308906,Morrinhos,CE,6020445.68,106418022.41,C
5213806,Morrinhos,GO,30054722.71,253085529.93,A
4312443,Morrinhos do Sul,RS,2939320.57,28772397.69,C
3531902,Morro Agudo,SP,29050197.31,206710376.06,C
5213855,Morro Agudo de Goiás,GO,500996.33,26827082.25,n.d.
2206654,Morro Cabeça no Tempo,PI,1719778.39,4819012.01,C
4211207,Morro da Fumaça,SC,11867404.85,121704639.8,A
3143609,Morro da Garça,MG,735273.38,27881409.17,n.d.
2921708,Morro do Chapéu,BA,99271134.41,213392426.01,B
2206670,Morro do Chapéu do Piauí,PI,836175.8,40080725.39,C
3143708,Morro do Pilar,MG,1120632.86,42933597.98,A
4211256,Morro Grande,SC,3719613.91,30121997.0,A
4312450,Morro Redondo,RS,0.0,35521365.69,A
4312476,Morro Reuter,RS,1000000.0,42660220.59,A+
2107100,Morros,MA,2515298.46,106311510.99,n.d.
2921807,Mortugaba,BA,21495329.26,62017400.6,n.d.
3532009,Morungaba,SP,10512489.33,82524124.57,n.d.
5213905,Mossâmedes,GO,361315.83,37344465.58,n.d.
2408003,Mossoró,RN,509275986.68,1185684097.53,A
4312500,Mostardas,RS,12974764.43,74320367.65,B+
3532058,Motuca,SP,73125.2,33958267.45,C
5214002,Mozarlândia,GO,7280830.1,80831351.34,n.d.
1504901,Muaná,PA,32843.13,222250460.56,C
1400308,Mucajaí,RR,28885845.67,91965565.05,n.d.
2309003,Mucambo,CE,3739372.65,85324271.2,n.e.
2921906,Mucugê,BA,17581464.89,83075203.78,C
4312609,Muçum,RS,4787714.68,49764530.61,n.d.
2922003,Mucuri,BA,103563345.1,232151333.08,C
3203601,Mucurici,ES,235837.0,50044928.38,A
4312617,Muitos Capões,RS,1168536.71,43929421.31,n.d.
4312625,Muliterno,RS,1192323.02,23170957.4,A
2309102,Mulungu,CE,15355173.22,66244830.25,C
2509800,Mulungu,PB,30432226.63,43745297.49,n.d.
2922052,Mulungu do Morro,BA,14599040.39,76677580.57,n.e.
2922102,Mundo Novo,BA,37356026.65,109548685.44,C
5005681,Mundo Novo,MS,3414169.48,121304154.85,n.d.
5214051,Mundo Novo,GO,2705170.85,43471848.1,n.d.
3143807,Munhoz,MG,2778642.45,37563662.33,A
4116307,Munhoz de Melo,PR,2510716.24,38335547.25,B
2922201,Muniz Ferreira,BA,12037844.44,43893587.84,n.e.
3203700,Muniz Freire,ES,4143863.61,108541232.91,C
2922250,Muquém do São Francisco,BA,10955349.1,73101776.29,C
3203809,Muqui,ES,8860862.3,73434902.46,C
3143906,Muriaé,MG,43604798.57,679240911.61,B
2804300,Muribeca,SE,35963566.91,42970027.7,C
2705507,Murici,AL,36696471.99,294462214.35,n.e.
2206696,Murici dos Portelas,PI,1577839.76,42069101.49,C
1713957,Muricilândia,TO,0.0,0.0,n.e.
2922300,Muritiba,BA,108490934.84,121887623.16,C
3532108,Murutinga do Sul,SP,1544911.46,35668161.27,B
2922409,Mutuípe,BA,40071211.44,108125625.03,B
3144003,Mutum,MG,2548238.35,98060841.32,n.d.
5214101,Mutunópolis,GO,2529514.09,32245345.38,B
3144102,Muzambinho,MG,1606819.97,89917494.7,C
3144201,Nacip Raydan,MG,2228716.86,22068290.67,n.d.
3532157,Nantes,SP,0.0,34583359.63,A+
3144300,Nanuque,MG,11033834.02,140051370.66,C
4312658,Não-Me-Toque,RS,18693081.61,139853898.05,A
3144359,Naque,MG,8236723.72,41439529.52,B
3532207,Narandiba,SP,1055113.69,60985061.2,B
2408102,Natal,RN,1214112285.63,3954900860.11,C
3144375,Natalândia,MG,4396127.63,31466535.83,C
3144409,Natércia,MG,2636970.58,31235081.51,n.d.
1714203,Natividade,TO,5157689.28,50750883.41,n.d.
3303104,Natividade,RJ,20472105.58,116918544.98,n.d.
3532306,Natividade da Serra,SP,7214541.49,49346222.49,A
2509909,Natuba,PB,7144239.35,58694318.51,n.d.
4211306,Navegantes,SC,90409451.16,647637957.99,A
5005707,Naviraí,MS,9932585.97,332129962.71,C
1714302,Nazaré,TO,2402867.45,26770884.29,n.d.
2922508,Nazaré,BA,91249714.47,180377459.47,C
2609501,Nazaré da Mata,PE,63746758.99,107462633.89,n.d.
2206704,Nazaré do Piauí,PI,702170.62,35826356.24,n.d.
3532405,Nazaré Paulista,SP,20674398.11,125543024.04,n.d.
3144508,Nazareno,MG,0.0,83581266.38,A
2510006,Nazarezinho,PB,3609806.08,38753992.85,A
2206720,Nazária,PI,4397249.9,50714882.26,A+
5214408,Nazário,GO,8356143.06,45189552.13,B
2804409,Neópolis,SE,81123223.02,84993226.46,C
3144607,Nepomuceno,MG,13835082.75,116201435.66,C
5214507,Nerópolis,GO,4019380.94,199250848.95,B
3532504,Neves Paulista,SP,533921.98,50392576.99,C
1303007,Nhamundá,AM,2998964.1,127646481.91,n.d.
3532603,Nhandeara,SP,6005200.94,61553530.07,C
4312674,Nicolau Vergueiro,RS,4898649.24,27225786.47,A
2922607,Nilo Peçanha,BA,42721694.61,78458551.66,C
3303203,Nilópolis,RJ,123206716.46,532873402.25,n.e.
2107209,Nina Rodrigues,MA,20771832.46,67947353.12,n.d.
3144656,Ninheira,MG,0.0,49151976.73,C
5005806,Nioaque,MS,25469099.59,103086244.5,B
3532702,Nipoã,SP,723446.95,32288995.04,n.d.
5214606,Niquelândia,GO,29979630.67,214128268.49,C
2408201,Nísia Floresta,RN,21483220.39,144546004.84,C
3303302,Niterói,RJ,605270042.6,5902529712.12,A
5105903,Nobres,MT,2254404.09,119726421.28,B
4312708,Nonoai,RS,17525640.07,75083545.44,B
2922656,Nordestina,BA,14311489.7,128897584.66,A
1400407,Normandia,RR,12521926.38,96662655.92,n.d.
5106000,Nortelândia,MT,3038397.76,47539290.56,B
2804458,Nossa Senhora Aparecida,SE,24291844.01,49300483.87,n.d.
2804508,Nossa Senhora da Glória,SE,168394726.93,218555864.55,B
2804607,Nossa Senhora das Dores,SE,63618305.37,143462623.43,C
4116406,Nossa Senhora das Graças,PR,7542861.58,30940511.98,C
2804706,Nossa Senhora de Lourdes,SE,3560258.75,40327946.19,n.d.
2206753,Nossa Senhora de Nazaré,PI,4489036.93,44965064.13,C
5106109,Nossa Senhora do Livramento,MT,0.0,82349276.18,A
2804805,Nossa Senhora do Socorro,SE,233707517.94,809459096.59,B
2206803,Nossa Senhora dos Remédios,PI,4011546.26,75362003.21,B
3532801,Nova Aliança,SP,4098802.61,50079033.27,C
4116505,Nova Aliança do Ivaí,PR,1025977.53,23616619.69,A
4312757,Nova Alvorada,RS,5591538.98,36560115.36,A+
5006002,Nova Alvorada do Sul,MS,70677785.58,165975317.77,B
5214705,Nova América,GO,801517.9,26130924.83,n.d.
4116604,Nova América da Colina,PR,2574081.51,36194308.23,n.d.
5006200,Nova Andradina,MS,18856813.29,318619321.83,A
4312807,Nova Araçá,RS,5106433.95,44126769.61,A
4116703,Nova Aurora,PR,7844182.37,94696838.24,n.d.
5214804,Nova Aurora,GO,3088005.3,26162581.65,n.d.
5106158,Nova Bandeirantes,MT,3515648.3,86353130.39,C
4312906,Nova Bassano,RS,861290.02,63264945.79,A
3144672,Nova Belém,MG,1694584.83,39524585.25,C
4312955,Nova Boa Vista,RS,4921844.96,28520530.59,A+
5106208,Nova Brasilândia,MT,10752676.63,52924378.86,A
1100148,Nova Brasilândia D'Oeste,RO,8336870.69,104200815.0,n.e.
4313003,Nova Bréscia,RS,8200528.64,37878905.93,A
3532827,Nova Campina,SP,0.0,64867822.51,A
2922706,Nova Canaã,BA,30393489.62,87826666.4,n.d.
5106216,Nova Canaã do Norte,MT,6105471.29,89655832.84,B
3532843,Nova Canaã Paulista,SP,358344.3,23942733.58,B+
4313011,Nova Candelária,RS,0.0,35003305.67,A
4116802,Nova Cantu,PR,987098.9,48548897.89,n.d.
3532868,Nova Castilho,SP,2060397.76,25202254.21,C
2107258,Nova Colinas,MA,916397.91,36888475.44,n.d.
5214838,Nova Crixás,GO,36892830.33,95862394.47,n.d.
2408300,Nova Cruz,RN,28004868.6,145716095.3,B
3144706,Nova Era,MG,0.0,102145726.09,n.d.
4211405,Nova Erechim,SC,4294080.83,43150986.41,B
4116901,Nova Esperança,PR,27738251.7,132114716.81,n.d.
1504950,Nova Esperança do Piriá,PA,0.0,0.0,n.e.
4116950,Nova Esperança do Sudoeste,PR,4757610.92,42479067.24,A
4313037,Nova Esperança do Sul,RS,1070261.68,34032960.97,A
3532900,Nova Europa,SP,0.0,68162934.67,n.d.
2922730,Nova Fátima,BA,0.0,0.0,n.d.
4117008,Nova Fátima,PR,3822223.62,47501006.23,C
2510105,Nova Floresta,PB,7326614.01,46357116.12,A
3303401,Nova Friburgo,RJ,90110545.73,812266540.28,C
5214861,Nova Glória,GO,1346000.48,14507174.37,n.d.
3533007,Nova Granada,SP,200465.7,93653815.92,n.d.
5108808,Nova Guarita,MT,700628.76,43135718.43,C
3533106,Nova Guataporanga,SP,1805283.47,23586638.31,A
4313060,Nova Hartz,RS,28130417.01,92674607.98,A
2922755,Nova Ibiá,BA,1925141.05,50048604.38,n.d.
3303500,Nova Iguaçu,RJ,1267143088.53,2410791908.37,C
5214879,Nova Iguaçu de Goiás,GO,2495040.49,34304927.8,n.d.
3533205,Nova Independência,SP,609294.0,50059504.52,B
2107308,Nova Iorque,MA,2352511.82,38722211.1,C
1504976,Nova Ipixuna,PA,11512309.62,80214209.6,C
4211454,Nova Itaberaba,SC,948216.17,39330730.69,A+
2922805,Nova Itarana,BA,25952243.34,53722952.9,C
5106182,Nova Lacerda,MT,1303873.33,64884151.67,A
4117057,Nova Laranjeiras,PR,12059213.34,61920594.92,A
3144805,Nova Lima,MG,29430237.99,1393653717.09,A
4117107,Nova Londrina,PR,32328120.57,79193614.98,n.d.
3533304,Nova Luzitânia,SP,0.0,27339467.88,C
1100338,Nova Mamoré,RO,3336453.36,142604295.58,C
5108857,Nova Marilândia,MT,0.0,53188955.97,B
5108907,Nova Maringá,MT,21194667.41,76902772.93,A
3144904,Nova Módica,MG,8101480.85,33091393.31,C
5108956,Nova Monte Verde,MT,2624999.99,64404769.33,A
5106224,Nova Mutum,MT,43000411.81,480859065.89,A
5106174,Nova Nazaré,MT,4110257.68,51049789.29,B
3533403,Nova Odessa,SP,17074895.32,335234592.61,C
4117206,Nova Olímpia,PR,4513846.06,38516995.23,A
5106232,Nova Olímpia,MT,4627361.05,99854489.42,C
1714880,Nova Olinda,TO,6876153.37,64945213.35,A
2309201,Nova Olinda,CE,10248023.22,82917711.4,A
2510204,Nova Olinda,PB,23713545.91,39456856.97,n.d.
2107357,Nova Olinda do Maranhão,MA,34924728.76,97315937.7,C
1303106,Nova Olinda do Norte,AM,23769912.63,163115141.71,n.d.
4313086,Nova Pádua,RS,400000.08,29570212.59,A
4313102,Nova Palma,RS,715908.7,41649790.8,A+
2510303,Nova Palmeira,PB,5600959.85,41974183.31,n.e.
4313201,Nova Petrópolis,RS,6743502.05,139819269.23,A+
3145000,Nova Ponte,MG,6769055.34,121214412.67,n.e.
3145059,Nova Porteirinha,MG,3495063.36,39037541.11,B+
4313300,Nova Prata,RS,0.0,152698449.25,C
4117255,Nova Prata do Iguaçu,PR,3797978.72,76246905.2,A
4313334,Nova Ramada,RS,4549518.97,32131005.73,A+
2922854,Nova Redenção,BA,16746152.5,36868939.92,n.d.
3145109,Nova Resende,MG,5094967.03,75838579.21,n.e.
5214903,Nova Roma,GO,8147923.61,30092345.09,n.d.
4313359,Nova Roma do Sul,RS,7043561.18,35667668.67,A+
1715002,Nova Rosalândia,TO,1650138.07,25683488.23,A
2309300,Nova Russas,CE,21299019.66,169990862.0,C
4117214,Nova Santa Bárbara,PR,1201801.64,33100568.08,A
5106190,Nova Santa Helena,MT,0.0,48850163.8,B
2207959,Nova Santa Rita,PI,5957889.38,26452533.25,C
4313375,Nova Santa Rita,RS,12557700.5,212873910.24,A
4117222,Nova Santa Rosa,PR,12834972.72,66714275.7,A
3145208,Nova Serrana,MG,56632845.17,472700949.37,A
2922904,Nova Soure,BA,86294589.12,125112798.82,C
4117271,Nova Tebas,PR,11999081.0,52647919.83,A
1505007,Nova Timboteua,PA,378723.6,67022267.16,C
4211504,Nova Trento,SC,12766836.9,94843832.61,n.d.
5106240,Nova Ubiratã,MT,14769547.36,139907705.36,A
1101435,Nova União,RO,0.0,40915119.08,A
3136603,Nova União,MG,1031781.37,32850635.01,C
3203908,Nova Venécia,ES,5775649.75,284933612.94,B+
4211603,Nova Veneza,SC,3103265.41,95808398.89,A
5215009,Nova Veneza,GO,1591801.62,51025280.27,n.d.
2923001,Nova Viçosa,BA,37347832.7,195530531.67,C
5106257,Nova Xavantina,MT,660933.11,148218352.87,C
3533254,Novais,SP,1049555.95,34940125.54,n.d.
1715101,Novo Acordo,TO,0.0,0.0,n.d.
1303205,Novo Airão,AM,0.0,88895441.76,C
1715150,Novo Alegre,TO,45478.01,18942849.37,n.d.
1303304,Novo Aripuanã,AM,5309352.42,102562937.6,n.d.
4313490,Novo Barreiro,RS,8658993.19,31353080.41,A
5215207,Novo Brasil,GO,0.0,30000406.16,n.d.
4313391,Novo Cabrais,RS,0.0,33273835.1,A+
3145307,Novo Cruzeiro,MG,10096733.44,121187396.21,C
5215231,Novo Gama,GO,50491349.91,297375078.46,A
4313409,Novo Hamburgo,RS,1116709413.05,1347733580.93,B
2923035,Novo Horizonte,BA,20370373.86,79111427.29,n.e.
3533502,Novo Horizonte,SP,46911689.33,228160524.43,C
4211652,Novo Horizonte,SC,2426105.47,28000971.48,A
5106273,Novo Horizonte do Norte,MT,0.0,0.0,n.d.
1100502,Novo Horizonte do Oeste,RO,3549914.57,46430268.6,n.d.
5006259,Novo Horizonte do Sul,MS,3826132.18,52596576.38,A
4117297,Novo Itacolomi,PR,3342026.37,30710246.08,A
1715259,Novo Jardim,TO,205969.26,20050268.21,n.d.
2705606,Novo Lino,AL,23841789.19,93256324.95,B
4313425,Novo Machado,RS,2240321.52,30705214.67,n.d.
5106265,Novo Mundo,MT,97880.21,70008613.64,A
2309409,Novo Oriente,CE,41284818.52,160588269.94,n.d.
3145356,Novo Oriente de Minas,MG,1988367.39,49306660.3,n.d.
2206902,Novo Oriente do Piauí,PI,12914290.66,32205163.62,C
5215256,Novo Planalto,GO,9037221.44,36957388.33,C
1505031,Novo Progresso,PA,20581395.49,210244151.46,B
1505064,Novo Repartimento,PA,50880243.74,318078013.64,C
2206951,Novo Santo Antônio,PI,4398229.86,27076605.0,C
5106315,Novo Santo Antônio,MT,1965391.42,37673773.57,A
5106281,Novo São Joaquim,MT,836081.65,66917155.22,n.d.
4313441,Novo Tiradentes,RS,2700000.0,26780115.39,B
2923050,Novo Triunfo,BA,26815787.09,85906260.96,C
4313466,Novo Xingu,RS,1447030.87,25799388.53,A
3145372,Novorizonte,MG,959798.7,34597270.0,C
3533601,Nuporanga,SP,932119.1,61707162.27,n.d.
1505106,Óbidos,PA,49428591.4,216211135.33,C
2309458,Ocara,CE,30426817.39,112842921.24,A
3533700,Ocauçu,SP,0.0,35128272.51,n.d.
2207009,Oeiras,PI,67583229.37,179107666.74,C
1505205,Oeiras do Pará,PA,49284199.32,171115694.6,C
1600501,Oiapoque,AP,784344.07,19013967.95,n.d.
3145406,Olaria,MG,830803.78,26882885.87,B
3533809,Óleo,SP,0.0,27621291.46,A
2510402,Olho d'Água,PB,13131577.1,35380099.46,n.e.
2107407,Olho d'Água das Cunhãs,MA,9446.7,107166867.82,C
2705705,Olho d'Água das Flores,AL,9320054.23,129215674.68,B
2408409,Olho d'Água do Borges,RN,900000.0,30436144.98,n.d.
2705804,Olho d'Água do Casado,AL,15401144.84,57418922.27,C
2207108,Olho D'Água do Piauí,PI,10000.0,24173497.17,n.d.
2705903,Olho d'Água Grande,AL,0.0,0.0,n.e.
3145455,Olhos-d'Água,MG,2318985.2,37760603.01,n.d.
3533908,Olímpia,SP,71107341.95,433730322.67,A
3145505,Olímpio Noronha,MG,0.0,27416051.09,n.e.
2609600,Olinda,PE,104202792.46,976076431.32,C
2107456,Olinda Nova do Maranhão,MA,673564.13,68626797.4,C
2923100,Olindina,BA,8579733.96,121285364.49,C
2510501,Olivedos,PB,17711.05,30524814.18,n.d.
3145604,Oliveira,MG,0.0,243563289.29,A
1715507,Oliveira de Fátima,TO,2612872.27,18995513.23,C
2923209,Oliveira dos Brejinhos,BA,22971213.88,137594968.86,C
3145703,Oliveira Fortes,MG,585280.22,26167750.5,B
2706000,Olivença,AL,0.0,0.0,n.e.
